Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air,Lat,Lon,Lat_original,Lon_original,Teatro_Maritimo
2018-09-14,Territorial sea,Portugal,Portugal - GAMA,2018/000882,Less Serious,40°7.7' N,8°55.71' W,No,03:30,0.0,1.0,,Not Investigated,Yes,Portugal - Figueira da Foz,,No damage,No,,,Ship - Deck - Boat deck,Fishing - Towing fishing gear,,,No routeing system,Mid-water,,,,Fishing vessel - Seiner - Purse seiner,PORTUGAL - Figueira da Foz,PORTUGAL - Figueira da Foz,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,No,40.12833333333333,-8.9285,40.12833333333333,-8.9285,Continente
2025-05-05,Territorial sea,Portugal,Portugal - GAMA,2025/002964,Less Serious,38°10.21' N,8°54' W,No,16:00,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - Bulk Carrier,Unknown,Unknown,Damage / loss of equipment,,,No,38.104695474171166,-9.024172929838087,38.17016666666667,-8.9,Continente
2022-09-18,Territorial sea,Portugal,Portugal - GAMA,2022/018733,Serious,39°43.5' N,9°27.8' W,,09:00,0.0,0.0,,Not Investigated,Yes,Portugal - Nazaré,0.0,,No,No,No,Engine department - Steering gear room,Fishing - Towing fishing gear,0.0,0.0,Deep-water route,Unknown,,,,Fishing vessel,PORTUGAL - Nazare,PORTUGAL - Nazare,Loss of control - Loss of propulsion power,,,No,39.725,-9.463333333333333,39.725,-9.463333333333333,Continente
2023-10-17,Territorial sea,Portugal,Portugal - GAMA,2023/005786,Less Serious,37°47.56' N,8°56.29' W,,16:24,0.0,0.0,,Not Investigated,Yes,,0.0,,No,No,No,Cargo and tank areas - Open deck cargo space,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,Yes,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Capsizing/Listing - Listing,,,No,37.79266666666667,-8.938166666666667,37.79266666666667,-8.938166666666667,Continente
2025-09-20,Territorial sea,Portugal,Portugal - GAMA,2025/007567,Serious,39°16' N,9°24' W,No,14:37,0.0,0.0,,Not Investigated,Yes,Portugal - Peniche,0.0,Material damage - Affecting structural integrity of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Recreational craft - Motorboat,PORTUGAL - Peniche,PORTUGAL - Peniche,Fire/Explosion - Fire,,,No,39.26996047497631,-9.45588491642488,39.266666666666666,-9.4,Continente
2023-08-16,High sea - Within EEZ,Portugal,Portugal - GAMA,2023/004788,Marine incident,41°20.54' N,10°11.7' W,,19:32,0.0,1.0,,Not Investigated,Yes,Portugal - Vila do Conde,0.0,,No,No,No,Ship - Deck - Boat deck,Fishing - Fishing,0.0,0.0,No routeing system,Mid-water,,,,Fishing vessel,PORTUGAL - Vila do Conde,PORTUGAL - Vila do Conde,,Shock; fright; violence; aggression; threat; presence - Aggression; jostle - by animal,Accident,No,41.342333333333336,-10.195,41.342333333333336,-10.195,Continente
2025-04-22,Territorial sea,Portugal,Portugal - GAMA,2025/002262,Less Serious,39°35.59' N,30°56.28' W,No,15:00,0.0,1.0,,Not Investigated,Yes,,0.0,,,No,No,Engine department - Other,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,,,,Service ship - Special purpose ship,PORTUGAL - Other,PORTUGAL - Horta,,Body movement under or with physical stress (generally leading to an internal injury) - Pushing; pulling,Accident,,39.59316666666667,-30.938,39.59316666666667,-30.938,Açores
2024-10-25,Territorial sea,Portugal,Portugal - GAMA,2024/005168,Serious,36°48.7' N,8°50.2' W,No,21:30,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Fishing - Fishing,0.0,0.0,No routeing system,Transit,No,,,Fishing vessel,PORTUGAL - Portimao,PORTUGAL - Portimao,Damage / loss of equipment,,,No,36.81166666666667,-8.836666666666666,36.81166666666667,-8.836666666666666,Continente
2023-08-15,Territorial sea,Portugal,Portugal - GAMA,2024/000870,Serious,37°5.11' N,8°26.33' W,No,18:18,0.0,1.0,,Not Investigated,Yes,Portugal - Portimão,0.0,Material damage - Affecting marine infrastructure or other ship,No,No,No,Ship - Stern,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,No,,,Inland waterway vessel - Recreational craft,PORTUGAL - Portimao,PORTUGAL - Portimao,Contact - Fixed object at sea,,,No,37.085166666666666,-8.438833333333333,37.085166666666666,-8.438833333333333,Continente
2018-07-06,Territorial sea,Portugal,Portugal - GAMA,2697/2018,Very serious,40°57.12' N,9°20.78' W,No,03:30,1.0,0.0,,Finished,Yes,Portugal - Aveiro,,Material damage,Yes,Yes,Yes,Accommodation - Cabin space - crew,Fishing - Fishing,0.001,0.01,Unknown,Mid-water,Yes,,DRACO,Fishing vessel - Trawler - Stern,PORTUGAL - Aveiro,PORTUGAL - Aveiro,Flooding/Foundering - Flooding - Massive,,,No,40.952,-9.346333333333334,40.952,-9.346333333333334,Continente
2021-12-24,Territorial sea,Portugal,Portugal - GAMA,2021/007148,Marine incident,38°54.803' N,9°45.619' W,No,13:48,0.0,0.0,,Not Investigated,Yes,Portugal - Lisboa,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,In a traffic lane,Mid-water,No,,,Cargo ship - Solid Cargo - Container Ship,GREECE - Piraeus,NETHERLANDS - Rotterdam,Loss of control - Loss of propulsion power,,,No,38.913383333333336,-9.760316666666666,38.913383333333336,-9.760316666666666,Continente
2024-02-28,Territorial sea,Portugal,Portugal - GAMA,2024/000920,Serious,37°50.2' N,8°53.2' W,No,12:45,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Arrival,No,,,Cargo ship - Solid Cargo - Container Ship,MALAYSIA - Tanjung Pelepas,PORTUGAL - Sines,Loss of control - Loss of containment,,,No,37.836666666666666,-8.886666666666667,37.836666666666666,-8.886666666666667,Continente
2018-11-02,High sea - Within EEZ,Portugal,Portugal - GAMA,2018/0001950,Less Serious,39°15.6' N,9°57.1' W,No,05:52,0.0,1.0,,Not Investigated,Yes,Portugal - Peniche,,,,,,Ship - Deck - Boat deck,Normal service - In passage - Displacement mode,,,No routeing system,Transit,,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,SPAIN - Tarragona,NETHERLANDS - Terneuzen,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,,39.26,-9.951666666666666,39.26,-9.951666666666666,Continente
2018-08-21,Territorial sea,Portugal,Portugal - GAMA,2018/003172,Less Serious,40°18.8' N,8°58.5' W,,01:17,0.0,1.0,,Not Investigated,Yes,Portugal - Figueira da Foz,,,No,,,Ship - Deck - Main deck,Fishing - Fishing,,,No routeing system,Mid-water,,,,Fishing vessel - Gillnetter,PORTUGAL - Figueira da Foz,PORTUGAL - Figueira da Foz,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,,40.31333333333333,-8.975,40.31333333333333,-8.975,Continente
2025-03-13,Territorial sea,Portugal,Portugal - GAMA,2025/001294,Less Serious,38°58.21' N,9°46.17' W,No,15:31,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Departure,No,,,Cargo ship - Solid Cargo - General Cargo,MOROCCO - Jorf Lasfar,DENMARK - Skagen,Damage / loss of equipment,,,No,38.970166666666664,-9.7695,38.970166666666664,-9.7695,Continente
2025-03-13,Territorial sea,Portugal,Portugal - GAMA,2025/001294,Less Serious,38°58.21' N,9°46.17' W,No,15:31,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Departure,No,,,Cargo ship - Solid Cargo - General Cargo,MOROCCO - Jorf Lasfar,DENMARK - Skagen,Loss of control - Loss of propulsion power,,,No,38.970166666666664,-9.7695,38.970166666666664,-9.7695,Continente
2021-08-23,Territorial sea,Portugal,Portugal - GAMA,2022/008181,Very serious,37°46.17' N,25°48.83' W,No,14:27,1.0,0.0,,Finished,Yes,Portugal - Ponta Delgada,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Accommodation - Galley spaces,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,8799827.0,MARIA LEONTINA,Fishing vessel,PORTUGAL - Ponta Delgada,PORTUGAL - Ponta Delgada,Damage / loss of equipment,,,No,37.7695,-25.813833333333335,37.7695,-25.813833333333335,Açores
2022-10-20,Territorial sea,Portugal,Portugal - GAMA,2023/006129,Serious,36°53' N,9°17.17' W,No,11:00,0.0,0.0,,Not Investigated,Yes,,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,SPAIN - Sevilla,FRANCE - Montoir-de-Bretagne,Loss of control - Loss of propulsion power,,,No,36.88333333333333,-9.286166666666666,36.88333333333333,-9.286166666666666,Continente
2021-04-15,High sea - Within EEZ,Portugal,Portugal - GAMA,2021/002537,Serious,40°42.54' N,9°44.49' W,No,21:00,0.0,0.0,,Not Investigated,Yes,Portugal - Aveiro,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,TURKEY - Iskenderun,UNITED KINGDOM - Felixstowe,Loss of control - Loss of propulsion power,,,No,40.709,-9.7415,40.709,-9.7415,Continente
2022-07-03,Territorial sea,Portugal,Portugal - GAMA,2022/017301,Serious,32°32.7' N,17°9.28' W,,08:00,0.0,1.0,,Not Investigated,Yes,Portugal - Funchal,0.0,No damage,,No,No,Ship - Deck - Open deck,Fishing - Fishing,0.0,0.0,,Transit,No,,,Fishing vessel,PORTUGAL - Funchal; Madeira,PORTUGAL - Funchal; Madeira,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,,32.545,-17.154666666666667,32.545,-17.154666666666667,Madeira
2018-07-06,Territorial sea,Portugal,Portugal - GAMA,2694/2018,Serious,37°4.98' N,8°15.15' W,No,14:20,0.0,0.0,,Not Investigated,Yes,Portugal - Portimão,,Material damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,No,,,Recreational craft - Motorboat,PORTUGAL - Portimao,PORTUGAL - Portimao,Loss of control - Loss of containment,,,No,37.049110053544545,-8.252450139438897,37.083,-8.2525,Continente
2018-07-06,Territorial sea,Portugal,Portugal - GAMA,2694/2018,Serious,37°4.98' N,8°15.15' W,No,14:20,0.0,0.0,,Not Investigated,Yes,Portugal - Portimão,,Material damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,No,,,Recreational craft - Motorboat,PORTUGAL - Portimao,PORTUGAL - Portimao,Loss of control - Loss of propulsion power,,,No,37.049110053544545,-8.252450139438897,37.083,-8.2525,Continente
2023-07-28,High sea - Within EEZ,Portugal,Portugal - GAMA,2023/004414,Serious,39°9.11' N,9°42.62' W,,21:20,0.0,0.0,,Not Investigated,Yes,,0.0,,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,Deep-water route,Transit,,,,Cargo ship - Solid Cargo - General Cargo,PORTUGAL - Setubal,PORTUGAL - Viana do Castelo,Damage / loss of equipment,,,No,39.151833333333336,-9.710333333333333,39.151833333333336,-9.710333333333333,Continente
2019-01-24,Territorial sea,Portugal,Portugal - GAMA,2019/001802,Less Serious,37°1.074' N,9°6.79' W,No,09:10,0.0,0.0,,Not Investigated,Yes,Portugal - Sines,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,Crossing TSS,Mid-water,,,,Cargo ship - Solid Cargo - Container Ship,SPAIN - Huelva,PORTUGAL - Setubal,Damage / loss of equipment,,,No,37.0179,-9.113166666666666,37.0179,-9.113166666666666,Continente
2019-05-09,Territorial sea,Portugal,Portugal - GAMA,2019/005006,Less Serious,37°5.95' N,8°40.3' W,No,12:00,0.0,0.0,,Not Investigated,Yes,Portugal - Lagos,,No damage,No,No,No,Ship - Keel,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,,,,Recreational craft - Sailboat (aux. motor),PORTUGAL - Lagos,PORTUGAL - Lagos,Grounding/stranding - Power,,,No,37.09916666666667,-8.671666666666667,37.09916666666667,-8.671666666666667,Continente
2021-06-01,High sea - Within EEZ,Portugal,Portugal - GAMA,2021/005943,Serious,40°18.8' N,10°7.7' W,No,09:45,0.0,0.0,,Not Investigated,Yes,,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,UNITED KINGDOM - Teignmouth,PORTUGAL - Lisboa,Loss of control - Loss of propulsion power,,,No,40.31333333333333,-10.128333333333334,40.31333333333333,-10.128333333333334,Continente
2024-08-12,Territorial sea,Portugal,Portugal - GAMA,2024/003988,Serious,37°0.9' N,8°8.4' W,No,17:02,0.0,7.0,,Not Investigated,Yes,,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Other,Normal service - In passage - Displacement mode,0.0,0.0,Pilotage area,Transit,No,,,Recreational craft - Motorboat,PORTUGAL - Other,PORTUGAL - Other,Loss of control - Loss of directional control,,,No,37.015,-8.14,37.015,-8.14,Continente
2022-02-16,High sea - Within EEZ,Portugal,Portugal - GAMA,2022/018825,Very serious,37°29.5' N,30°13.3' W,Material damage - With operational consequences,10:47,0.0,0.0,,Finished,Yes,,0.0,Loss of ship - Actual loss,Yes,Unknown,Yes,Cargo and tank areas - Cargo hold,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,Yes,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,GERMANY - Memmert,UNITED STATES - US - Davisville,Flooding/Foundering - Flooding - Progressive,,,No,37.49166666666667,-30.221666666666668,37.49166666666667,-30.221666666666668,Açores
2022-02-16,High sea - Within EEZ,Portugal,Portugal - GAMA,2022/018825,Very serious,37°29.5' N,30°13.3' W,Material damage - With operational consequences,10:47,0.0,0.0,,Finished,Yes,,0.0,Loss of ship - Actual loss,Yes,Unknown,Yes,Cargo and tank areas - Cargo hold,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,Yes,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,GERMANY - Memmert,UNITED STATES - US - Davisville,Fire/Explosion - Fire,,,No,37.49166666666667,-30.221666666666668,37.49166666666667,-30.221666666666668,Açores
2024-08-03,High sea - Within EEZ,Portugal,Portugal - GAMA,2024/003790,Marine incident,37°29.44' N,9°42.1' W,No,06:40,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Container Ship,SPAIN - Barcelona,NETHERLANDS - Moerdijk,Damage / loss of equipment,,,No,37.49066666666667,-9.701666666666666,37.49066666666667,-9.701666666666666,Continente
2021-12-24,Territorial sea,Portugal,Portugal - GAMA,2021/007147,Marine incident,40°53.8' N,8°54.2' W,No,11:06,0.0,0.0,,Not Investigated,Yes,Portugal - Aveiro,,No damage,No,No,No,Engine department - Compressor room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Departure,No,,,Cargo ship - Solid Cargo - General Cargo,PORTUGAL - Aveiro,SPAIN - Ferrol,Loss of control - Loss of propulsion power,,,No,40.89666666666667,-8.903333333333334,40.89666666666667,-8.903333333333334,Continente
2025-08-21,Territorial sea,Portugal,Portugal - GAMA,2025/006507,Serious,37°4.33' N,8°15.27' W,No,12:10,0.0,1.0,,Not Investigated,Yes,Portugal - Portimão,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,,,Ship - Quarter - Bow - Port - Below the waterline,Normal service - In passage - Displacement mode,,,No routeing system,Mid-water,No,,,Recreational craft - Motorboat,PORTUGAL - Portimao,PORTUGAL - Portimao,Collision - With other ship,,,No,37.07216666666667,-8.2545,37.07216666666667,-8.2545,Continente
2025-08-21,Territorial sea,Portugal,Portugal - GAMA,2025/006507,Serious,37°4.33' N,8°15.27' W,No,12:10,0.0,1.0,,Not Investigated,Yes,Portugal - Portimão,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Ship - Deck - Poop deck,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Recreational craft - Motorboat,PORTUGAL - Other,PORTUGAL - Portimao,Collision - With other ship,,,No,37.07216666666667,-8.2545,37.07216666666667,-8.2545,Continente
2025-02-06,High sea - Within EEZ,Portugal,Portugal - GAMA,2025/000535,Marine incident,37°32.9' N,9°47.1' W,No,16:15,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Boiler room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Container Ship,SPAIN - Bilbao,SPAIN - Algeciras,Damage / loss of equipment,,,No,37.54833333333333,-9.785,37.54833333333333,-9.785,Continente
2024-04-10,Territorial sea,Portugal,Portugal - GAMA,2024/001541,Marine incident,36°42.76' N,8°58.49' W,No,01:50,0.0,0.0,,Not Investigated,Yes,,0.0,No damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,CANADA - Tangier,RUSSIAN FEDERATION - Murmansk,Damage / loss of equipment,,,No,36.712666666666664,-8.974833333333333,36.712666666666664,-8.974833333333333,Continente
2019-03-03,Territorial sea,Portugal,Portugal - GAMA,2019/004978,Serious,37°5.14' N,8°26.55' W,,13:30,0.0,1.0,,Not Investigated,Yes,Portugal - Portimão,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Bridge - Wheelhouse,Normal service - In passage - Displacement mode,0.0,0.0,,Mid-water,,,,Recreational craft - Motorboat,PORTUGAL - Portimao,PORTUGAL - Portimao,Contact - Shore object,,,No,37.08566666666667,-8.4425,37.08566666666667,-8.4425,Continente
2022-01-27,Territorial sea,Portugal,Portugal - GAMA,2022/014822,Serious,38°41.3' N,9°36' W,,10:25,0.0,1.0,,Not Investigated,Yes,Portugal - Lisboa,0.0,No damage,No,No,No,Ship - Deck - Forecastle deck,Fishing - Shooting/hauling fishing gear,0.0,0.0,No routeing system,Mid-water,No,,,Fishing vessel - Multipurpose - Trawler-Purse seiner,PORTUGAL - Peniche,PORTUGAL - Peniche,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,,38.68833333333333,-9.6,38.68833333333333,-9.6,Continente
2022-07-13,Territorial sea,Portugal,Portugal - GAMA,2022/018564,Serious,40°55.18' N,8°52.96' W,,11:40,0.0,1.0,,Not Investigated,Yes,Portugal - Póvoa Varzim,0.0,,,No,No,Ship - Aloft,Fishing - Fishing,0.0,0.0,,Mid-water,,,,Fishing vessel - Liner,PORTUGAL - Matosinhos,PORTUGAL - Matosinhos,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,No,40.919666666666664,-8.882666666666667,40.919666666666664,-8.882666666666667,Continente
2024-10-08,Territorial sea,Portugal,Portugal - GAMA,2024/004345,Marine incident,36°40.49' N,9°26.59' W,No,11:50,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,No,,,Cargo ship - Liquid Cargo - Chemical tanker,SPAIN - Ceuta,FRANCE - Dunkerque,Damage / loss of equipment,,,No,36.67483333333333,-9.443166666666666,36.67483333333333,-9.443166666666666,Continente
2020-11-05,Territorial sea,Portugal,Portugal - GAMA,2020/007226,Very serious,40°16.48' N,9°28.36' W,No,00:40,0.0,0.0,,Ongoing,Yes,Portugal - Figueira da Foz,,Loss of ship - Actual loss,Yes,Unknown,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,Yes,,,Cargo ship - Solid Cargo - General Cargo,FRANCE - Nantes,SPAIN - Sevilla,Flooding/Foundering - Foundering,,,No,40.27466666666667,-9.472666666666667,40.27466666666667,-9.472666666666667,Continente
2020-11-05,Territorial sea,Portugal,Portugal - GAMA,2020/007226,Very serious,40°16.48' N,9°28.36' W,No,00:40,0.0,0.0,,Ongoing,Yes,Portugal - Figueira da Foz,,Loss of ship - Actual loss,Yes,Unknown,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,Yes,,,Cargo ship - Solid Cargo - General Cargo,FRANCE - Nantes,SPAIN - Sevilla,Flooding/Foundering - Flooding - Massive,,,No,40.27466666666667,-9.472666666666667,40.27466666666667,-9.472666666666667,Continente
2024-06-25,Territorial sea,Portugal,Portugal - GAMA,2024/002775,Serious,37°5.2' N,8°26.6' W,No,16:34,0.0,0.0,,Not Investigated,Yes,Portugal - Portimão,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Passenger ship - Only passenger - Domestic - Class D,PORTUGAL - Portimao,PORTUGAL - Portimao,Loss of control - Loss of propulsion power,,,No,37.086666666666666,-8.443333333333333,37.086666666666666,-8.443333333333333,Continente
2018-04-28,High sea - Within EEZ,Portugal,Portugal - GAMA,1369/2018,Serious,37°37.28' N,27°43.17' W,No,05:00,0.0,7.0,,Not Investigated,Yes,Portugal - Ponta Delgada,,Loss of ship - Actual loss,No,No,No,Ship - Unknown,Fishing - Fishing,0.0,0.0,No routeing system,Arrival,No,,,Fishing vessel - Liner,PORTUGAL - Ponta Delgada,PORTUGAL - Ponta Delgada,Flooding/Foundering - Flooding - Massive,,,No,37.62133333333333,-27.7195,37.62133333333333,-27.7195,Açores
2018-05-20,Territorial sea,Portugal,Portugal - GAMA,2048/2018,Less Serious,40°48.42' N,9°3.55' W,No,07:30,0.0,1.0,,Not Investigated,Yes,Portugal - Aveiro,,,,,,Ship - Deck - Boat deck,Fishing - Shooting/hauling fishing gear,,,No routeing system,Mid-water,,,,Fishing vessel - Seiner - Purse seiner,PORTUGAL - Aveiro,PORTUGAL - Aveiro,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,,40.807,-9.059166666666666,40.807,-9.059166666666666,Continente
2022-11-28,Territorial sea,Portugal,Portugal - GAMA,2022/019838,Marine incident,37°44.3' N,25°39.6' W,,20:30,0.0,1.0,,Not Investigated,Yes,Portugal - Ponta Delgada,0.0,,No,No,No,Ship - Unknown,Normal service - In passage - Displacement mode,0.0,0.0,,Arrival,,,,Passenger ship - Only passenger,PORTUGAL - Praia da Vitoria,PORTUGAL - Ponta Delgada,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,,37.73833333333333,-25.66,37.73833333333333,-25.66,Açores
2019-03-02,Territorial sea,Portugal,Portugal - GAMA,2019/004971,Serious,37°5.907' N,8°29.999' W,No,16:00,0.0,0.0,,Not Investigated,Yes,Portugal - Portimão,,Material damage - Affecting structural integrity of the ship,No,No,No,Ship - Bow - Port - Below the waterline,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,,,,Recreational craft - Motorboat,PORTUGAL - Portimao,PORTUGAL - Portimao,Contact - Floating object - Other,,,No,37.060235052150155,-8.500127739974342,37.09845,-8.499983333333333,Continente
2020-06-13,Territorial sea,Portugal,Portugal - GAMA,2020/005868,Serious,39°41.7' N,9°11.6' W,No,05:00,0.0,0.0,,Not Investigated,Yes,Portugal - Nazaré,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Ship - Propeller/rudder/thruster,Fishing - Fishing,0.0,0.0,No routeing system,Mid-water,No,,,Fishing vessel - Trawler - Stern,PORTUGAL - Nazare,PORTUGAL - Nazare,Loss of control - Loss of propulsion power,,,No,39.695,-9.193333333333333,39.695,-9.193333333333333,Continente
2024-10-13,Territorial sea,Portugal,Portugal - GAMA,2024/004541,Serious,37°47.7' N,8°59.81' W,No,10:42,0.0,0.0,,Not Investigated,Yes,,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Fishing - Fishing,0.0,0.0,No routeing system,Transit,No,,,Fishing vessel - Gillnetter,BRAZIL - Vila do Conde,PORTUGAL - Sines,Damage / loss of equipment,,,No,37.795,-8.996833333333333,37.795,-8.996833333333333,Continente
2024-03-20,High sea - Within EEZ,Portugal,Portugal - GAMA,2024/001301,Marine incident,36°35.6' N,8°34.1' W,No,15:46,0.0,0.0,,Not Investigated,Yes,,0.0,No damage,No,No,No,Ship - Bow - Port - Above the waterline,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Bulk Carrier,ALGERIA - Alger (Algiers),FRANCE - Rouen,Loss of control - Loss of containment,,,No,36.593333333333334,-8.568333333333333,36.593333333333334,-8.568333333333333,Continente
2021-08-20,Territorial sea,Portugal,Portugal - GAMA,2021/004625,Serious,38°33.8' N,28°15.8' W,,15:50,0.0,0.0,,Not Investigated,Yes,Portugal - Horta,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Passenger ship - Passenger and general cargo,PORTUGAL - Horta,PORTUGAL - Velas,Damage / loss of equipment,,,No,38.56333333333333,-28.263333333333332,38.56333333333333,-28.263333333333332,Açores
2021-08-20,Territorial sea,Portugal,Portugal - GAMA,2021/004625,Serious,38°33.8' N,28°15.8' W,,15:50,0.0,0.0,,Not Investigated,Yes,Portugal - Horta,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Passenger ship - Passenger and general cargo,PORTUGAL - Horta,PORTUGAL - Velas,Flooding/Foundering - Flooding - Progressive,,,No,38.56333333333333,-28.263333333333332,38.56333333333333,-28.263333333333332,Açores
2023-01-17,Territorial sea,Portugal,Portugal - GAMA,2023/000422,Marine incident,41°48.2' N,9°7.52' W,,08:07,0.0,0.0,,Not Investigated,Yes,Portugal - Viana do Castelo,0.0,Minor damage (less than material damage),No,No,No,Engine department - Steering gear room,Normal service - In passage - Displacement mode,0.0,0.0,Deep-water route,Transit,,,,Cargo ship - Solid Cargo - Container Ship,SPAIN - Santa Cruz de Tenerife,SPAIN - Villagarcía de Arousa,Loss of control - Loss of directional control,,,No,41.803333333333335,-9.125333333333334,41.803333333333335,-9.125333333333334,Continente
